slug,event_timestamp,event_datetime,date,hour,minute,day_of_week,winner,winner_binary,up_final_price,down_final_price,volume,closed,last_trade_price
btc-updown-5m-1771873200,1771873200,2026-02-23 19:00:00 UTC,2026-02-23,19,0,Monday,Down,0,0.0,1.0,91995.109812,True,0.92
btc-updown-5m-1771873500,1771873500,2026-02-23 19:05:00 UTC,2026-02-23,19,5,Monday,Up,1,1.0,0.0,104576.283662,True,0.99
btc-updown-5m-1771873800,1771873800,2026-02-23 19:10:00 UTC,2026-02-23,19,10,Monday,Down,0,0.0,1.0,89194.876994,True,0.34
btc-updown-5m-1771874100,1771874100,2026-02-23 19:15:00 UTC,2026-02-23,19,15,Monday,Down,0,0.0,1.0,113828.099572,True,0.01
btc-updown-5m-1771874400,1771874400,2026-02-23 19:20:00 UTC,2026-02-23,19,20,Monday,Down,0,0.0,1.0,64901.209786,True,0.01
btc-updown-5m-1771874700,1771874700,2026-02-23 19:25:00 UTC,2026-02-23,19,25,Monday,Down,0,0.0,1.0,114310.46685,True,0.01
btc-updown-5m-1771875000,1771875000,2026-02-23 19:30:00 UTC,2026-02-23,19,30,Monday,Down,0,0.0,1.0,105244.390436,True,0.03
btc-updown-5m-1771875300,1771875300,2026-02-23 19:35:00 UTC,2026-02-23,19,35,Monday,Down,0,0.0,1.0,165731.986344,True,0.01
btc-updown-5m-1771875600,1771875600,2026-02-23 19:40:00 UTC,2026-02-23,19,40,Monday,Up,1,1.0,0.0,145571.350205,True,0.99
btc-updown-5m-1771875900,1771875900,2026-02-23 19:45:00 UTC,2026-02-23,19,45,Monday,Down,0,0.0,1.0,144122.707745,True,0.01
btc-updown-5m-1771876200,1771876200,2026-02-23 19:50:00 UTC,2026-02-23,19,50,Monday,Up,1,1.0,0.0,109736.361323,True,0.99
btc-updown-5m-1771876500,1771876500,2026-02-23 19:55:00 UTC,2026-02-23,19,55,Monday,Up,1,1.0,0.0,119064.099443,True,0.99
btc-updown-5m-1771876800,1771876800,2026-02-23 20:00:00 UTC,2026-02-23,20,0,Monday,Up,1,1.0,0.0,130601.667677,True,0.99
btc-updown-5m-1771877100,1771877100,2026-02-23 20:05:00 UTC,2026-02-23,20,5,Monday,Down,0,0.0,1.0,60392.694678,True,0.03
btc-updown-5m-1771877400,1771877400,2026-02-23 20:10:00 UTC,2026-02-23,20,10,Monday,Down,0,0.0,1.0,109359.510236,True,0.01
btc-updown-5m-1771877700,1771877700,2026-02-23 20:15:00 UTC,2026-02-23,20,15,Monday,Up,1,1.0,0.0,7999.851676,True,0.91
btc-updown-5m-1771878000,1771878000,2026-02-23 20:20:00 UTC,2026-02-23,20,20,Monday,Up,1,1.0,0.0,116.752937,True,0.999
btc-updown-5m-1771878300,1771878300,2026-02-23 20:25:00 UTC,2026-02-23,20,25,Monday,Down,0,0.0,1.0,47.921566,True,0.07
btc-updown-5m-1771878600,1771878600,2026-02-23 20:30:00 UTC,2026-02-23,20,30,Monday,Up,1,1.0,0.0,5.960783,True,0.99
btc-updown-5m-1771878900,1771878900,2026-02-23 20:35:00 UTC,2026-02-23,20,35,Monday,Down,0,0.0,1.0,4.0,True,0.01
btc-updown-5m-1771879200,1771879200,2026-02-23 20:40:00 UTC,2026-02-23,20,40,Monday,Up,1,1.0,0.0,2.0,True,0.8
btc-updown-5m-1771879500,1771879500,2026-02-23 20:45:00 UTC,2026-02-23,20,45,Monday,Up,1,1.0,0.0,72.0,True,0.99
btc-updown-5m-1771879800,1771879800,2026-02-23 20:50:00 UTC,2026-02-23,20,50,Monday,Up,1,1.0,0.0,62362.659105,True,0.94
btc-updown-5m-1771880100,1771880100,2026-02-23 20:55:00 UTC,2026-02-23,20,55,Monday,Up,1,1.0,0.0,118699.558805,True,0.99
btc-updown-5m-1771880400,1771880400,2026-02-23 21:00:00 UTC,2026-02-23,21,0,Monday,Up,1,1.0,0.0,91801.263435,True,0.99
btc-updown-5m-1771880700,1771880700,2026-02-23 21:05:00 UTC,2026-02-23,21,5,Monday,Down,0,0.0,1.0,101120.042813,True,0.01
btc-updown-5m-1771881000,1771881000,2026-02-23 21:10:00 UTC,2026-02-23,21,10,Monday,Up,1,1.0,0.0,73069.575907,True,0.99
btc-updown-5m-1771881300,1771881300,2026-02-23 21:15:00 UTC,2026-02-23,21,15,Monday,Up,1,1.0,0.0,127584.879895,True,0.99
btc-updown-5m-1771881600,1771881600,2026-02-23 21:20:00 UTC,2026-02-23,21,20,Monday,Down,0,0.0,1.0,103846.304039,True,0.001
btc-updown-5m-1771881900,1771881900,2026-02-23 21:25:00 UTC,2026-02-23,21,25,Monday,Down,0,0.0,1.0,94264.541395,True,0.01
btc-updown-5m-1771882200,1771882200,2026-02-23 21:30:00 UTC,2026-02-23,21,30,Monday,Up,1,1.0,0.0,84027.279867,True,0.96
btc-updown-5m-1771882500,1771882500,2026-02-23 21:35:00 UTC,2026-02-23,21,35,Monday,Down,0,0.0,1.0,89521.420124,True,0.01
btc-updown-5m-1771882800,1771882800,2026-02-23 21:40:00 UTC,2026-02-23,21,40,Monday,Up,1,1.0,0.0,90181.007922,True,0.999
btc-updown-5m-1771883100,1771883100,2026-02-23 21:45:00 UTC,2026-02-23,21,45,Monday,Up,1,1.0,0.0,97902.076328,True,0.999
btc-updown-5m-1771883400,1771883400,2026-02-23 21:50:00 UTC,2026-02-23,21,50,Monday,Down,0,0.0,1.0,81155.354095,True,0.01
btc-updown-5m-1771883700,1771883700,2026-02-23 21:55:00 UTC,2026-02-23,21,55,Monday,Down,0,0.0,1.0,115933.593746,True,0.01
btc-updown-5m-1771884000,1771884000,2026-02-23 22:00:00 UTC,2026-02-23,22,0,Monday,Up,1,1.0,0.0,106062.420505,True,0.99
btc-updown-5m-1771884300,1771884300,2026-02-23 22:05:00 UTC,2026-02-23,22,5,Monday,Up,1,1.0,0.0,140128.829453,True,0.99
btc-updown-5m-1771884600,1771884600,2026-02-23 22:10:00 UTC,2026-02-23,22,10,Monday,Up,1,1.0,0.0,133137.782218,True,0.46
btc-updown-5m-1771884900,1771884900,2026-02-23 22:15:00 UTC,2026-02-23,22,15,Monday,Down,0,0.0,1.0,77134.587388,True,0.19
btc-updown-5m-1771885200,1771885200,2026-02-23 22:20:00 UTC,2026-02-23,22,20,Monday,Up,1,1.0,0.0,113084.657115,True,0.99
btc-updown-5m-1771885500,1771885500,2026-02-23 22:25:00 UTC,2026-02-23,22,25,Monday,Down,0,0.0,1.0,88817.936809,True,0.01
btc-updown-5m-1771885800,1771885800,2026-02-23 22:30:00 UTC,2026-02-23,22,30,Monday,Down,0,0.0,1.0,85551.577865,True,0.01
btc-updown-5m-1771886100,1771886100,2026-02-23 22:35:00 UTC,2026-02-23,22,35,Monday,Down,0,0.0,1.0,101540.425115,True,0.01
btc-updown-5m-1771886400,1771886400,2026-02-23 22:40:00 UTC,2026-02-23,22,40,Monday,Down,0,0.0,1.0,104893.655337,True,0.01
btc-updown-5m-1771886700,1771886700,2026-02-23 22:45:00 UTC,2026-02-23,22,45,Monday,Up,1,1.0,0.0,113779.039583,True,0.999
btc-updown-5m-1771887000,1771887000,2026-02-23 22:50:00 UTC,2026-02-23,22,50,Monday,Down,0,0.0,1.0,106808.070733,True,0.01
btc-updown-5m-1771887300,1771887300,2026-02-23 22:55:00 UTC,2026-02-23,22,55,Monday,Up,1,1.0,0.0,75671.792918,True,0.97
btc-updown-5m-1771887600,1771887600,2026-02-23 23:00:00 UTC,2026-02-23,23,0,Monday,Up,1,1.0,0.0,134819.253621,True,0.99
btc-updown-5m-1771887900,1771887900,2026-02-23 23:05:00 UTC,2026-02-23,23,5,Monday,Up,1,1.0,0.0,95768.716958,True,0.999
btc-updown-5m-1771888200,1771888200,2026-02-23 23:10:00 UTC,2026-02-23,23,10,Monday,Down,0,0.0,1.0,102900.703177,True,0.01
btc-updown-5m-1771888500,1771888500,2026-02-23 23:15:00 UTC,2026-02-23,23,15,Monday,Down,0,0.0,1.0,48775.297852,True,0.76
btc-updown-5m-1771888800,1771888800,2026-02-23 23:20:00 UTC,2026-02-23,23,20,Monday,Down,0,0.0,1.0,102918.876848,True,0.01
btc-updown-5m-1771889100,1771889100,2026-02-23 23:25:00 UTC,2026-02-23,23,25,Monday,Up,1,1.0,0.0,90415.28029,True,0.99
btc-updown-5m-1771889400,1771889400,2026-02-23 23:30:00 UTC,2026-02-23,23,30,Monday,Up,1,1.0,0.0,93191.540592,True,0.99
btc-updown-5m-1771889700,1771889700,2026-02-23 23:35:00 UTC,2026-02-23,23,35,Monday,Down,0,0.0,1.0,110504.932678,True,0.01
btc-updown-5m-1771890000,1771890000,2026-02-23 23:40:00 UTC,2026-02-23,23,40,Monday,Down,0,0.0,1.0,122803.859982,True,0.01
btc-updown-5m-1771890300,1771890300,2026-02-23 23:45:00 UTC,2026-02-23,23,45,Monday,Up,1,1.0,0.0,175938.074815,True,0.999
btc-updown-5m-1771890600,1771890600,2026-02-23 23:50:00 UTC,2026-02-23,23,50,Monday,Down,0,0.0,1.0,104757.113911,True,0.01
btc-updown-5m-1771890900,1771890900,2026-02-23 23:55:00 UTC,2026-02-23,23,55,Monday,Up,1,1.0,0.0,108560.534756,True,0.99
btc-updown-5m-1771891200,1771891200,2026-02-24 00:00:00 UTC,2026-02-24,0,0,Tuesday,Up,1,1.0,0.0,116675.834412,True,0.99
btc-updown-5m-1771891500,1771891500,2026-02-24 00:05:00 UTC,2026-02-24,0,5,Tuesday,Up,1,1.0,0.0,105140.401614,True,0.99
btc-updown-5m-1771891800,1771891800,2026-02-24 00:10:00 UTC,2026-02-24,0,10,Tuesday,Up,1,1.0,0.0,82111.20289,True,0.99
btc-updown-5m-1771892100,1771892100,2026-02-24 00:15:00 UTC,2026-02-24,0,15,Tuesday,Up,1,1.0,0.0,93649.047562,True,0.99
btc-updown-5m-1771892400,1771892400,2026-02-24 00:20:00 UTC,2026-02-24,0,20,Tuesday,Down,0,0.0,1.0,241610.416069,True,0.001
btc-updown-5m-1771892700,1771892700,2026-02-24 00:25:00 UTC,2026-02-24,0,25,Tuesday,Down,0,0.0,1.0,106153.194277,True,0.01
btc-updown-5m-1771893000,1771893000,2026-02-24 00:30:00 UTC,2026-02-24,0,30,Tuesday,Up,1,1.0,0.0,126042.374704,True,0.99
btc-updown-5m-1771893300,1771893300,2026-02-24 00:35:00 UTC,2026-02-24,0,35,Tuesday,Up,1,1.0,0.0,103801.511491,True,0.99
btc-updown-5m-1771893600,1771893600,2026-02-24 00:40:00 UTC,2026-02-24,0,40,Tuesday,Down,0,0.0,1.0,107209.130215,True,0.01
btc-updown-5m-1771893900,1771893900,2026-02-24 00:45:00 UTC,2026-02-24,0,45,Tuesday,Up,1,1.0,0.0,118443.013204,True,0.99
btc-updown-5m-1771894200,1771894200,2026-02-24 00:50:00 UTC,2026-02-24,0,50,Tuesday,Down,0,0.0,1.0,117154.780014,True,0.01
btc-updown-5m-1771894500,1771894500,2026-02-24 00:55:00 UTC,2026-02-24,0,55,Tuesday,Down,0,0.0,1.0,102549.812581,True,0.01
btc-updown-5m-1771894800,1771894800,2026-02-24 01:00:00 UTC,2026-02-24,1,0,Tuesday,Down,0,0.0,1.0,90216.482813,True,0.01
btc-updown-5m-1771895100,1771895100,2026-02-24 01:05:00 UTC,2026-02-24,1,5,Tuesday,Down,0,0.0,1.0,91380.4137,True,0.01
btc-updown-5m-1771895400,1771895400,2026-02-24 01:10:00 UTC,2026-02-24,1,10,Tuesday,Down,0,0.0,1.0,59492.943049,True,0.22
btc-updown-5m-1771895700,1771895700,2026-02-24 01:15:00 UTC,2026-02-24,1,15,Tuesday,Down,0,0.0,1.0,113083.488724,True,0.01
btc-updown-5m-1771896000,1771896000,2026-02-24 01:20:00 UTC,2026-02-24,1,20,Tuesday,Up,1,1.0,0.0,118749.501859,True,0.999
btc-updown-5m-1771896300,1771896300,2026-02-24 01:25:00 UTC,2026-02-24,1,25,Tuesday,Up,1,1.0,0.0,104487.329678,True,0.99
btc-updown-5m-1771896600,1771896600,2026-02-24 01:30:00 UTC,2026-02-24,1,30,Tuesday,Up,1,1.0,0.0,115449.004983,True,0.98
btc-updown-5m-1771896900,1771896900,2026-02-24 01:35:00 UTC,2026-02-24,1,35,Tuesday,Down,0,0.0,1.0,119624.945361,True,0.01
btc-updown-5m-1771897200,1771897200,2026-02-24 01:40:00 UTC,2026-02-24,1,40,Tuesday,Up,1,1.0,0.0,116017.014774,True,0.99
btc-updown-5m-1771897500,1771897500,2026-02-24 01:45:00 UTC,2026-02-24,1,45,Tuesday,Down,0,0.0,1.0,105381.30225,True,0.001
btc-updown-5m-1771897800,1771897800,2026-02-24 01:50:00 UTC,2026-02-24,1,50,Tuesday,Down,0,0.0,1.0,146168.599414,True,0.01
btc-updown-5m-1771898100,1771898100,2026-02-24 01:55:00 UTC,2026-02-24,1,55,Tuesday,Down,0,0.0,1.0,28497.757,True,0.24
btc-updown-5m-1771898400,1771898400,2026-02-24 02:00:00 UTC,2026-02-24,2,0,Tuesday,Down,0,0.0,1.0,163864.587395,True,0.01
btc-updown-5m-1771898700,1771898700,2026-02-24 02:05:00 UTC,2026-02-24,2,5,Tuesday,Up,1,1.0,0.0,117178.741041,True,0.99
btc-updown-5m-1771899000,1771899000,2026-02-24 02:10:00 UTC,2026-02-24,2,10,Tuesday,Up,1,1.0,0.0,100708.18412,True,0.999
btc-updown-5m-1771899300,1771899300,2026-02-24 02:15:00 UTC,2026-02-24,2,15,Tuesday,Down,0,0.0,1.0,129422.658357,True,0.01
btc-updown-5m-1771899600,1771899600,2026-02-24 02:20:00 UTC,2026-02-24,2,20,Tuesday,Up,1,1.0,0.0,42582.208772,True,0.42
btc-updown-5m-1771899900,1771899900,2026-02-24 02:25:00 UTC,2026-02-24,2,25,Tuesday,Up,1,1.0,0.0,101681.81602,True,0.99
btc-updown-5m-1771900200,1771900200,2026-02-24 02:30:00 UTC,2026-02-24,2,30,Tuesday,Up,1,1.0,0.0,94201.79952,True,0.78
btc-updown-5m-1771900500,1771900500,2026-02-24 02:35:00 UTC,2026-02-24,2,35,Tuesday,Down,0,0.0,1.0,92786.080545,True,0.01
btc-updown-5m-1771900800,1771900800,2026-02-24 02:40:00 UTC,2026-02-24,2,40,Tuesday,Down,0,0.0,1.0,80351.283065,True,0.01
btc-updown-5m-1771901100,1771901100,2026-02-24 02:45:00 UTC,2026-02-24,2,45,Tuesday,Up,1,1.0,0.0,86470.266514,True,0.62
btc-updown-5m-1771901400,1771901400,2026-02-24 02:50:00 UTC,2026-02-24,2,50,Tuesday,Down,0,0.0,1.0,79479.23613,True,0.02
btc-updown-5m-1771901700,1771901700,2026-02-24 02:55:00 UTC,2026-02-24,2,55,Tuesday,Up,1,1.0,0.0,117336.152641,True,0.999
btc-updown-5m-1771902000,1771902000,2026-02-24 03:00:00 UTC,2026-02-24,3,0,Tuesday,Down,0,0.0,1.0,82186.050002,True,0.01
btc-updown-5m-1771902300,1771902300,2026-02-24 03:05:00 UTC,2026-02-24,3,5,Tuesday,Down,0,0.0,1.0,140707.36038,True,0.01
btc-updown-5m-1771902600,1771902600,2026-02-24 03:10:00 UTC,2026-02-24,3,10,Tuesday,Down,0,0.0,1.0,89255.699312,True,0.02
btc-updown-5m-1771902900,1771902900,2026-02-24 03:15:00 UTC,2026-02-24,3,15,Tuesday,Up,1,1.0,0.0,140991.542733,True,0.999
btc-updown-5m-1771903200,1771903200,2026-02-24 03:20:00 UTC,2026-02-24,3,20,Tuesday,Down,0,0.0,1.0,132046.909713,True,0.01
btc-updown-5m-1771903500,1771903500,2026-02-24 03:25:00 UTC,2026-02-24,3,25,Tuesday,Down,0,0.0,1.0,133462.433997,True,0.01
btc-updown-5m-1771903800,1771903800,2026-02-24 03:30:00 UTC,2026-02-24,3,30,Tuesday,Down,0,0.0,1.0,95760.45619,True,0.16
btc-updown-5m-1771904100,1771904100,2026-02-24 03:35:00 UTC,2026-02-24,3,35,Tuesday,Up,1,1.0,0.0,162745.923486,True,0.999
btc-updown-5m-1771904400,1771904400,2026-02-24 03:40:00 UTC,2026-02-24,3,40,Tuesday,Down,0,0.0,1.0,135573.326884,True,0.01
btc-updown-5m-1771904700,1771904700,2026-02-24 03:45:00 UTC,2026-02-24,3,45,Tuesday,Down,0,0.0,1.0,86466.00411,True,0.01
btc-updown-5m-1771905000,1771905000,2026-02-24 03:50:00 UTC,2026-02-24,3,50,Tuesday,Up,1,1.0,0.0,188387.047386,True,0.99
btc-updown-5m-1771905300,1771905300,2026-02-24 03:55:00 UTC,2026-02-24,3,55,Tuesday,Down,0,0.0,1.0,107604.701772,True,0.01
btc-updown-5m-1771905600,1771905600,2026-02-24 04:00:00 UTC,2026-02-24,4,0,Tuesday,Down,0,0.0,1.0,95780.894577,True,0.02
btc-updown-5m-1771905900,1771905900,2026-02-24 04:05:00 UTC,2026-02-24,4,5,Tuesday,Down,0,0.0,1.0,122946.463777,True,0.02
btc-updown-5m-1771906200,1771906200,2026-02-24 04:10:00 UTC,2026-02-24,4,10,Tuesday,Down,0,0.0,1.0,130788.31755,True,0.01
btc-updown-5m-1771906500,1771906500,2026-02-24 04:15:00 UTC,2026-02-24,4,15,Tuesday,Down,0,0.0,1.0,168702.337719,True,0.01
btc-updown-5m-1771906800,1771906800,2026-02-24 04:20:00 UTC,2026-02-24,4,20,Tuesday,Up,1,1.0,0.0,138954.76877,True,0.999
btc-updown-5m-1771907100,1771907100,2026-02-24 04:25:00 UTC,2026-02-24,4,25,Tuesday,Down,0,0.0,1.0,133235.925235,True,0.01
btc-updown-5m-1771907400,1771907400,2026-02-24 04:30:00 UTC,2026-02-24,4,30,Tuesday,Down,0,0.0,1.0,129167.855107,True,0.001
btc-updown-5m-1771907700,1771907700,2026-02-24 04:35:00 UTC,2026-02-24,4,35,Tuesday,Up,1,1.0,0.0,113182.65621,True,0.999
btc-updown-5m-1771908000,1771908000,2026-02-24 04:40:00 UTC,2026-02-24,4,40,Tuesday,Up,1,1.0,0.0,79628.045501,True,0.33
btc-updown-5m-1771908300,1771908300,2026-02-24 04:45:00 UTC,2026-02-24,4,45,Tuesday,Down,0,0.0,1.0,66652.734762,True,0.3
btc-updown-5m-1771908600,1771908600,2026-02-24 04:50:00 UTC,2026-02-24,4,50,Tuesday,Down,0,0.0,1.0,76070.598993,True,0.01
btc-updown-5m-1771908900,1771908900,2026-02-24 04:55:00 UTC,2026-02-24,4,55,Tuesday,Up,1,1.0,0.0,102871.189555,True,0.99
btc-updown-5m-1771909200,1771909200,2026-02-24 05:00:00 UTC,2026-02-24,5,0,Tuesday,Up,1,1.0,0.0,139431.677619,True,0.99
btc-updown-5m-1771909500,1771909500,2026-02-24 05:05:00 UTC,2026-02-24,5,5,Tuesday,Up,1,1.0,0.0,91015.940009,True,0.99
btc-updown-5m-1771909800,1771909800,2026-02-24 05:10:00 UTC,2026-02-24,5,10,Tuesday,Up,1,1.0,0.0,79417.105079,True,0.74
btc-updown-5m-1771910100,1771910100,2026-02-24 05:15:00 UTC,2026-02-24,5,15,Tuesday,Down,0,0.0,1.0,64631.573567,True,0.01
btc-updown-5m-1771910400,1771910400,2026-02-24 05:20:00 UTC,2026-02-24,5,20,Tuesday,Down,0,0.0,1.0,111163.242723,True,0.01
btc-updown-5m-1771910700,1771910700,2026-02-24 05:25:00 UTC,2026-02-24,5,25,Tuesday,Up,1,1.0,0.0,67357.837358,True,0.93
btc-updown-5m-1771911000,1771911000,2026-02-24 05:30:00 UTC,2026-02-24,5,30,Tuesday,Up,1,1.0,0.0,93292.991452,True,0.99
btc-updown-5m-1771911300,1771911300,2026-02-24 05:35:00 UTC,2026-02-24,5,35,Tuesday,Up,1,1.0,0.0,134010.855465,True,0.99
btc-updown-5m-1771911600,1771911600,2026-02-24 05:40:00 UTC,2026-02-24,5,40,Tuesday,Up,1,1.0,0.0,91920.089783,True,0.99
btc-updown-5m-1771911900,1771911900,2026-02-24 05:45:00 UTC,2026-02-24,5,45,Tuesday,Up,1,1.0,0.0,17130.782415,True,0.43
btc-updown-5m-1771912200,1771912200,2026-02-24 05:50:00 UTC,2026-02-24,5,50,Tuesday,Up,1,1.0,0.0,35224.467552,True,0.64
btc-updown-5m-1771912500,1771912500,2026-02-24 05:55:00 UTC,2026-02-24,5,55,Tuesday,Up,1,1.0,0.0,18520.416989,True,0.42
btc-updown-5m-1771912800,1771912800,2026-02-24 06:00:00 UTC,2026-02-24,6,0,Tuesday,Down,0,0.0,1.0,40337.683648,True,0.09
btc-updown-5m-1771913100,1771913100,2026-02-24 06:05:00 UTC,2026-02-24,6,5,Tuesday,Up,1,1.0,0.0,61937.691051,True,0.999
btc-updown-5m-1771913400,1771913400,2026-02-24 06:10:00 UTC,2026-02-24,6,10,Tuesday,Down,0,0.0,1.0,68928.221526,True,0.01
btc-updown-5m-1771913700,1771913700,2026-02-24 06:15:00 UTC,2026-02-24,6,15,Tuesday,Up,1,1.0,0.0,70353.366564,True,0.99
btc-updown-5m-1771914000,1771914000,2026-02-24 06:20:00 UTC,2026-02-24,6,20,Tuesday,Up,1,1.0,0.0,85986.422829,True,0.99
btc-updown-5m-1771914300,1771914300,2026-02-24 06:25:00 UTC,2026-02-24,6,25,Tuesday,Down,0,0.0,1.0,78092.11702,True,0.01
btc-updown-5m-1771914600,1771914600,2026-02-24 06:30:00 UTC,2026-02-24,6,30,Tuesday,Up,1,1.0,0.0,75792.844622,True,0.99
btc-updown-5m-1771914900,1771914900,2026-02-24 06:35:00 UTC,2026-02-24,6,35,Tuesday,Down,0,0.0,1.0,70708.810316,True,0.01
btc-updown-5m-1771915200,1771915200,2026-02-24 06:40:00 UTC,2026-02-24,6,40,Tuesday,Up,1,1.0,0.0,87763.732396,True,0.99
btc-updown-5m-1771915500,1771915500,2026-02-24 06:45:00 UTC,2026-02-24,6,45,Tuesday,Down,0,0.0,1.0,84537.525542,True,0.01
btc-updown-5m-1771915800,1771915800,2026-02-24 06:50:00 UTC,2026-02-24,6,50,Tuesday,Down,0,0.0,1.0,69339.314091,True,0.01
btc-updown-5m-1771916100,1771916100,2026-02-24 06:55:00 UTC,2026-02-24,6,55,Tuesday,Up,1,1.0,0.0,70316.323766,True,0.68
btc-updown-5m-1771916400,1771916400,2026-02-24 07:00:00 UTC,2026-02-24,7,0,Tuesday,Down,0,0.0,1.0,139309.502974,True,0.001
btc-updown-5m-1771916700,1771916700,2026-02-24 07:05:00 UTC,2026-02-24,7,5,Tuesday,Up,1,1.0,0.0,102832.82346,True,0.99
btc-updown-5m-1771917000,1771917000,2026-02-24 07:10:00 UTC,2026-02-24,7,10,Tuesday,Up,1,1.0,0.0,108739.45931,True,0.99
btc-updown-5m-1771917300,1771917300,2026-02-24 07:15:00 UTC,2026-02-24,7,15,Tuesday,Down,0,0.0,1.0,76577.566392,True,0.01
btc-updown-5m-1771917600,1771917600,2026-02-24 07:20:00 UTC,2026-02-24,7,20,Tuesday,Up,1,1.0,0.0,82193.374838,True,0.24
btc-updown-5m-1771917900,1771917900,2026-02-24 07:25:00 UTC,2026-02-24,7,25,Tuesday,Up,1,1.0,0.0,116317.177648,True,0.99
btc-updown-5m-1771918200,1771918200,2026-02-24 07:30:00 UTC,2026-02-24,7,30,Tuesday,Down,0,0.0,1.0,94728.248618,True,0.01
btc-updown-5m-1771918500,1771918500,2026-02-24 07:35:00 UTC,2026-02-24,7,35,Tuesday,Down,0,0.0,1.0,111035.007847,True,0.01
btc-updown-5m-1771918800,1771918800,2026-02-24 07:40:00 UTC,2026-02-24,7,40,Tuesday,Down,0,0.0,1.0,88791.575258,True,0.01
btc-updown-5m-1771919100,1771919100,2026-02-24 07:45:00 UTC,2026-02-24,7,45,Tuesday,Down,0,0.0,1.0,124829.941976,True,0.01
btc-updown-5m-1771919400,1771919400,2026-02-24 07:50:00 UTC,2026-02-24,7,50,Tuesday,Up,1,1.0,0.0,117601.544294,True,0.99
btc-updown-5m-1771919700,1771919700,2026-02-24 07:55:00 UTC,2026-02-24,7,55,Tuesday,Up,1,1.0,0.0,90978.993968,True,0.999
btc-updown-5m-1771920000,1771920000,2026-02-24 08:00:00 UTC,2026-02-24,8,0,Tuesday,Down,0,0.0,1.0,47668.68924,True,0.02
btc-updown-5m-1771920300,1771920300,2026-02-24 08:05:00 UTC,2026-02-24,8,5,Tuesday,Up,1,1.0,0.0,133336.489971,True,0.99
btc-updown-5m-1771920600,1771920600,2026-02-24 08:10:00 UTC,2026-02-24,8,10,Tuesday,Up,1,1.0,0.0,123549.334086,True,0.99
btc-updown-5m-1771920900,1771920900,2026-02-24 08:15:00 UTC,2026-02-24,8,15,Tuesday,Down,0,0.0,1.0,105097.679342,True,0.01
btc-updown-5m-1771921200,1771921200,2026-02-24 08:20:00 UTC,2026-02-24,8,20,Tuesday,Up,1,1.0,0.0,81013.388665,True,0.999
